ID;carID;NAME;MAKE;MODEL;YEAR;MPG;TRANSMISSION;DOORS;SUBMODEL;MSRP;RATING;CONSUMER_RATING;PHOTO
464622;200706674;XL 4dr SuperCab 8 ft. LB (2.7L 6cyl Turbo 6A);Ford;F-150;2015;"Highway:26;City:19";AUTOMATIC;4;F-150 SuperCab;31200;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
462083;200706676;Lariat 4dr SuperCab 6.5 ft. SB (2.7L 6cyl Turbo 6A);Ford;F-150;2015;"Highway:26;City:19";AUTOMATIC;4;F-150 SuperCab;39310;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
460910;200706686;XL 4dr SuperCrew 4WD 5.5 ft. SB (3.5L 6cyl 6A);Ford;F-150;2015;"Highway:23;City:17";AUTOMATIC;4;F-150 SuperCrew;36055;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
460255;200706696;XLT 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 6A);Ford;F-150;2015;"Highway:21;City:15";AUTOMATIC;4;F-150 SuperCrew;41840;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
460109;200706670;XLT 4dr SuperCab 6.5 ft. SB (3.5L 6cyl 6A);Ford;F-150;2015;"Highway:25;City:18";AUTOMATIC;4;F-150 SuperCab;34205;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
464306;200706708;Lariat 4dr SuperCrew 4WD 5.5 ft. SB (2.7L 6cyl Turbo 6A);Ford;F-150;2015;"Highway:23;City:18";AUTOMATIC;4;F-150 SuperCrew;45090;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
466835;200706702;XLT 4dr SuperCrew 6.5 ft. SB (2.7L 6cyl Turbo 6A);Ford;F-150;2015;"Highway:26;City:19";AUTOMATIC;4;F-150 SuperCrew;37665;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
465192;200706681;XL 4dr SuperCrew 6.5 ft. SB (2.7L 6cyl Turbo 6A);Ford;F-150;2015;"Highway:26;City:19";AUTOMATIC;4;F-150 SuperCrew;33655;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
463380;200706701;Platinum 4dr SuperCrew 6.5 ft. SB (5.0L 8cyl 6A);Ford;F-150;2015;"Highway:22;City:15";AUTOMATIC;4;F-150 SuperCrew;51885;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
462391;200706661;Lariat 4dr SuperCab 4WD 6.5 ft. SB (2.7L 6cyl Turbo 6A);Ford;F-150;2015;"Highway:23;City:18";AUTOMATIC;4;F-150 SuperCab;42735;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
467086;200706703;Lariat 4dr SuperCrew 6.5 ft. SB (2.7L 6cyl Turbo 6A);Ford;F-150;2015;"Highway:26;City:19";AUTOMATIC;4;F-150 SuperCrew;41970;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
460306;200470591;Platinum 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 6A);Ford;F-150;2015;"Highway:21;City:15";AUTOMATIC;4;F-150 SuperCrew;55305;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
460752;200706704;Lariat 4dr SuperCrew 5.5 ft. SB (2.7L 6cyl Turbo 6A);Ford;F-150;2015;"Highway:26;City:19";AUTOMATIC;4;F-150 SuperCrew;41670;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
467264;200706678;XL 4dr SuperCab 4WD 6.5 ft. SB (3.5L 6cyl 6A);Ford;F-150;2015;"Highway:23;City:17";AUTOMATIC;4;F-150 SuperCab;33515;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
461646;200706671;XLT 4dr SuperCab 4WD 8 ft. LB (5.0L 8cyl 6A);Ford;F-150;2015;"Highway:21;City:15";AUTOMATIC;4;F-150 SuperCab;39485;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
463570;200706673;XL 4dr SuperCab 6.5 ft. SB (3.5L 6cyl 6A);Ford;F-150;2015;"Highway:25;City:18";AUTOMATIC;4;F-150 SuperCab;30090;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
465277;200706684;King Ranch 4dr SuperCrew 4WD 5.5 ft. SB (5.0L 8cyl 6A);Ford;F-150;2015;"Highway:21;City:15";AUTOMATIC;4;F-150 SuperCrew;52545;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
467426;200706698;XLT 4dr SuperCrew 4WD 5.5 ft. SB (3.5L 6cyl 6A);Ford;F-150;2015;"Highway:23;City:17";AUTOMATIC;4;F-150 SuperCrew;40050;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
466258;200706679;XL 4dr SuperCab 4WD 8 ft. LB (5.0L 8cyl 6A);Ford;F-150;2015;"Highway:21;City:15";AUTOMATIC;4;F-150 SuperCab;35360;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
463719;200706705;King Ranch 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 6A);Ford;F-150;2015;"Highway:21;City:15";AUTOMATIC;4;F-150 SuperCrew;52845;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
460032;200706706;XL 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 6A);Ford;F-150;2015;"Highway:21;City:15";AUTOMATIC;4;F-150 SuperCrew;37815;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
465175;200706695;Lariat 4dr SuperCrew 4WD 6.5 ft. SB (5.0L 8cyl 6A);Ford;F-150;2015;"Highway:21;City:15";AUTOMATIC;4;F-150 SuperCrew;46140;B;4,151;http://media.ed.edmunds-media.com/ford/f-150/2015/oem/2015_ford_f-150_extended-cab-pickup_xlt_fq_oem_1_300.jpg
466610;200689554;XL 4dr Crew Cab 4WD SB (6.2L 8cyl 6A);Ford;F-250 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-250 Super Duty Crew Cab;37630;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
459036;200689558;XLT 4dr Crew Cab 4WD SB (6.2L 8cyl 6A);Ford;F-250 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-250 Super Duty Crew Cab;42195;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
464047;200689565;Lariat 4dr Crew Cab LB (6.2L 8cyl 6A);Ford;F-250 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-250 Super Duty Crew Cab;45900;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
459496;200689569;King Ranch 4dr Crew Cab SB (6.2L 8cyl 6A);Ford;F-250 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-250 Super Duty Crew Cab;51260;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
459997;200689550;Platinum 4dr Crew Cab 4WD SB (6.2L 8cyl 6A);Ford;F-250 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-250 Super Duty Crew Cab;54970;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
463382;200689562;Platinum 4dr Crew Cab 4WD LB (6.2L 8cyl 6A);Ford;F-250 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-250 Super Duty Crew Cab;55170;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
460967;200689553;King Ranch 4dr Crew Cab 4WD LB (6.2L 8cyl 6A);Ford;F-250 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-250 Super Duty Crew Cab;54655;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
465094;200689546;XL 4dr Crew Cab SB (6.2L 8cyl 6A);Ford;F-250 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-250 Super Duty Crew Cab;34830;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
461229;200689564;XLT 4dr Crew Cab LB (6.2L 8cyl 6A);Ford;F-250 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-250 Super Duty Crew Cab;39595;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
466442;200689560;Lariat 4dr Crew Cab 4WD SB (6.2L 8cyl 6A);Ford;F-250 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-250 Super Duty Crew Cab;48885;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
464527;200689555;XL 4dr Crew Cab 4WD LB (6.2L 8cyl 6A);Ford;F-250 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-250 Super Duty Crew Cab;37835;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
463560;200689552;King Ranch 4dr Crew Cab 4WD SB (6.2L 8cyl 6A);Ford;F-250 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-250 Super Duty Crew Cab;54455;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
460011;200689547;XLT 4dr Crew Cab SB (6.2L 8cyl 6A);Ford;F-250 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-250 Super Duty Crew Cab;39400;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
467207;200689561;Lariat 4dr Crew Cab 4WD LB (6.2L 8cyl 6A);Ford;F-250 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-250 Super Duty Crew Cab;49090;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
465177;200689568;Lariat 4dr Crew Cab SB (6.2L 8cyl 6A);Ford;F-250 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-250 Super Duty Crew Cab;45700;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
467531;200689559;XLT 4dr Crew Cab 4WD LB (6.2L 8cyl 6A);Ford;F-250 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-250 Super Duty Crew Cab;42395;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
465409;200689551;XL 4dr Crew Cab LB (6.2L 8cyl 6A);Ford;F-250 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-250 Super Duty Crew Cab;35030;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
462842;200689563;King Ranch 4dr Crew Cab LB (6.2L 8cyl 6A);Ford;F-250 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-250 Super Duty Crew Cab;51460;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
462124;200689466;King Ranch 4dr Crew Cab SB (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;52160;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
466265;200689530;Lariat 4dr Crew Cab LB DRW (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;47995;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
459789;200689511;Lariat 4dr Crew Cab 4WD LB (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;49985;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
464223;200689512;Lariat 4dr Crew Cab 4WD SB (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;49785;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
460280;200689497;XL 4dr Crew Cab LB (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;35930;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
460331;200689495;XL 4dr Crew Cab SB (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;35730;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
461494;200689513;Lariat 4dr Crew Cab LB (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;46795;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
460035;200689475;Platinum 4dr Crew Cab 4WD SB (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;55870;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
463812;200689467;King Ranch 4dr Crew Cab LB DRW (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;53560;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
465569;200689528;Lariat 4dr Crew Cab 4WD LB DRW (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;51190;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
466333;200689473;Platinum 4dr Crew Cab 4WD LB DRW (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;57270;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
467668;200689506;XLT 4dr Crew Cab SB (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;40300;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
462723;200689474;Platinum 4dr Crew Cab 4WD LB (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;56070;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
460909;200689498;XL 4dr Crew Cab 4WD SB (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;38535;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
467777;200689462;King Ranch 4dr Crew Cab LB (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;52365;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
462404;200689464;King Ranch 4dr Crew Cab 4WD LB (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;55550;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
461799;200689476;Platinum 4dr Crew Cab LB DRW (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;54080;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
459933;200689505;XLT 4dr Crew Cab 4WD LB (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;43295;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
463717;200689524;XLT 4dr Crew Cab 4WD LB DRW (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;44290;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
463652;200689496;XL 4dr Crew Cab 4WD LB (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;38730;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
462149;200689521;XL 4dr Crew Cab 4WD LB DRW (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;39930;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
462769;200689503;XLT 4dr Crew Cab 4WD SB (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;43100;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
465532;200689526;XLT 4dr Crew Cab LB DRW (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;41485;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
462829;200689465;King Ranch 4dr Crew Cab 4WD LB DRW (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;56755;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
459210;200689463;King Ranch 4dr Crew Cab 4WD SB (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;55355;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
464659;200689514;Lariat 4dr Crew Cab SB (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;46595;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
461411;200689504;XLT 4dr Crew Cab LB (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;40495;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
467759;200689519;XL 4dr Crew Cab LB DRW (6.2L 8cyl 6A);Ford;F-350 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-350 Super Duty Crew Cab;37130;B;;http://media.ed.edmunds-media.com/ford/f-250-super-duty/2014/oem/2014_ford_f-250-super-duty_extended-cab-pickup_lariat_fq_oem_2_300.jpg
461475;200678169;XLT 4dr Crew Cab 4WD LB DRW (6.7L 8cyl Turbodiesel 6A);Ford;F-450 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-450 Super Duty Crew Cab;56240;B;;http://media.ed.edmunds-media.com/ford/f-450-super-duty/2015/oem/2015_ford_f-450-super-duty_crew-cab-pickup_lariat_fq_oem_3_300.jpg
462714;200678171;King Ranch 4dr Crew Cab 4WD LB DRW (6.7L 8cyl Turbodiesel 6A);Ford;F-450 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-450 Super Duty Crew Cab;68725;B;;http://media.ed.edmunds-media.com/ford/f-450-super-duty/2015/oem/2015_ford_f-450-super-duty_crew-cab-pickup_lariat_fq_oem_3_300.jpg
466890;200678173;Platinum 4dr Crew Cab 4WD LB DRW (6.7L 8cyl Turbodiesel 6A);Ford;F-450 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-450 Super Duty Crew Cab;69250;B;;http://media.ed.edmunds-media.com/ford/f-450-super-duty/2015/oem/2015_ford_f-450-super-duty_crew-cab-pickup_lariat_fq_oem_3_300.jpg
462888;200678170;XL 4dr Crew Cab 4WD LB DRW (6.7L 8cyl Turbodiesel 6A);Ford;F-450 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-450 Super Duty Crew Cab;51910;B;;http://media.ed.edmunds-media.com/ford/f-450-super-duty/2015/oem/2015_ford_f-450-super-duty_crew-cab-pickup_lariat_fq_oem_3_300.jpg
467479;200678172;Lariat 4dr Crew Cab 4WD LB DRW (6.7L 8cyl Turbodiesel 6A);Ford;F-450 Super Duty;2015;"Highway:;City:";AUTOMATIC;4;F-450 Super Duty Crew Cab;63165;B;;http://media.ed.edmunds-media.com/ford/f-450-super-duty/2015/oem/2015_ford_f-450-super-duty_crew-cab-pickup_lariat_fq_oem_3_300.jpg
466799;200692519;SE 4dr Sedan (1.6L 4cyl 5M);Ford;Fiesta;2015;"Highway:36;City:28";MANUAL;4;Fiesta Sedan;15685;A;4,797;http://media.ed.edmunds-media.com/ford/fiesta/2014/oem/2014_ford_fiesta_4dr-hatchback_st_fq_oem_2_300.jpg
466557;200692518;Titanium 4dr Sedan (1.6L 4cyl 5M);Ford;Fiesta;2015;"Highway:36;City:28";MANUAL;4;Fiesta Sedan;18405;A;4,797;http://media.ed.edmunds-media.com/ford/fiesta/2014/oem/2014_ford_fiesta_4dr-hatchback_st_fq_oem_2_300.jpg
460873;200692521;S 4dr Sedan (1.6L 4cyl 5M);Ford;Fiesta;2015;"Highway:36;City:28";MANUAL;4;Fiesta Sedan;14455;A;4,797;http://media.ed.edmunds-media.com/ford/fiesta/2014/oem/2014_ford_fiesta_4dr-hatchback_st_fq_oem_2_300.jpg
466776;200714333;SE 4dr Sedan (2.0L 4cyl 5M);Ford;Focus;2015;"Highway:36;City:26";MANUAL;4;Focus Sedan;18460;B;3,55;http://media.ed.edmunds-media.com/ford/focus/2015/oem/2015_ford_focus_4dr-hatchback_electric_fq_oem_2_300.jpg
459462;200714339;Titanium 4dr Sedan (2.0L 4cyl 6AM);Ford;Focus;2015;"Highway:40;City:27";AUTOMATED MANUAL;4;Focus Sedan;23170;B;3,55;http://media.ed.edmunds-media.com/ford/focus/2015/oem/2015_ford_focus_4dr-hatchback_electric_fq_oem_2_300.jpg
465727;200696414;S 4dr Sedan (2.0L 4cyl 5M);Ford;Focus;2015;"Highway:36;City:26";MANUAL;4;Focus Sedan;17170;B;3,55;http://media.ed.edmunds-media.com/ford/focus/2015/oem/2015_ford_focus_4dr-hatchback_electric_fq_oem_2_300.jpg
462348;200717992;4dr Hatchback w/EcoBoost (2.0L 4cyl Turbo 6M);Ford;Focus ST;2015;"Highway:32;City:23";MANUAL;4;Focus ST Hatchback;24370;A;;http://media.ed.edmunds-media.com/ford/focus-st/2015/oem/2015_ford_focus-st_4dr-hatchback_base_fq_oem_3_300.jpg
460941;200699856;V6 2dr Coupe (3.7L 6cyl 6M);Ford;Mustang;2015;"Highway:28;City:17";MANUAL;2;Mustang Coupe;23800;B;4,454;http://media.ed.edmunds-media.com/ford/mustang/2015/oem/2015_ford_mustang_coupe_gt-premium_fq_oem_7_300.jpg
